# Stacks v2.0b;  Phylip sequential; October 10, 2018
# Seq Pos	Locus ID	Column	Population
17917	15206	105	lc:A,fl:R,pl:A,
17918	15206	216	lc:R,fl:N,pl:G,
17919	15208	279	lc:R,fl:N,pl:A,
17920	15209	293	lc:R,fl:N,pl:G,
17921	15211	138	lc:Y,fl:N,pl:C,
17922	15219	34	lc:N,fl:M,pl:N,
17923	15219	21	lc:N,fl:N,pl:R,
17924	15225	82	lc:Y,fl:C,pl:C,
17925	15224	312	lc:M,fl:N,pl:M,
17926	15224	330	lc:N,fl:N,pl:W,
17927	15224	354	lc:N,fl:N,pl:Y,
17928	15231	178	lc:M,fl:C,pl:N,
17929	15230	244	lc:K,fl:N,pl:G,
17930	15230	287	lc:R,fl:N,pl:A,
17931	15238	225	lc:W,fl:N,pl:T,
17932	15238	304	lc:M,fl:N,pl:M,
17933	15238	310	lc:R,fl:N,pl:R,
17934	15240	75	lc:M,fl:A,pl:A,
17935	15241	27	lc:K,fl:N,pl:G,
17936	15242	31	lc:N,fl:N,pl:Y,
17937	15242	44	lc:N,fl:N,pl:R,
17938	15242	66	lc:N,fl:N,pl:M,
17939	15242	84	lc:N,fl:N,pl:M,
17940	15242	85	lc:N,fl:N,pl:W,
17941	15242	134	lc:N,fl:N,pl:Y,
17942	15242	136	lc:N,fl:N,pl:R,
17943	15242	147	lc:K,fl:N,pl:K,
17944	15242	190	lc:N,fl:N,pl:W,
17945	15242	202	lc:N,fl:N,pl:M,
17946	15245	57	lc:G,fl:K,pl:G,
17947	15246	88	lc:N,fl:N,pl:R,
17948	15245	101	lc:T,fl:W,pl:T,
17949	15245	121	lc:C,fl:Y,pl:C,
17950	15245	135	lc:C,fl:Y,pl:C,
17951	15245	163	lc:G,fl:K,pl:G,
17952	15245	164	lc:A,fl:W,pl:A,
17953	15245	187	lc:T,fl:W,pl:T,
17954	15246	276	lc:N,fl:N,pl:Y,
17955	15249	202	lc:K,fl:N,pl:T,
17956	15251	82	lc:M,fl:N,pl:A,
17957	15253	195	lc:C,fl:N,pl:Y,
17958	15253	209	lc:C,fl:N,pl:S,
17959	15261	61	lc:Y,fl:Y,pl:Y,
17960	15265	15	lc:N,fl:N,pl:R,
17961	15265	29	lc:N,fl:N,pl:K,
17962	15265	39	lc:N,fl:N,pl:R,
17963	15265	40	lc:N,fl:N,pl:M,
17964	15265	42	lc:N,fl:N,pl:M,
17965	15265	69	lc:N,fl:N,pl:R,
17966	15265	72	lc:N,fl:N,pl:S,
17967	15265	100	lc:N,fl:N,pl:Y,
17968	15265	108	lc:N,fl:N,pl:R,
17969	15265	126	lc:N,fl:N,pl:M,
17970	15265	130	lc:N,fl:N,pl:W,
17971	15265	233	lc:N,fl:N,pl:K,
17972	15266	272	lc:Y,fl:N,pl:Y,
17973	15268	151	lc:K,fl:N,pl:T,
17974	15268	168	lc:K,fl:N,pl:T,
17975	15268	180	lc:K,fl:G,pl:G,
17976	15271	22	lc:R,fl:R,pl:R,
17977	15271	63	lc:M,fl:N,pl:M,
17978	15271	71	lc:M,fl:N,pl:M,
17979	15271	76	lc:Y,fl:N,pl:Y,
17980	15271	79	lc:Y,fl:N,pl:Y,
17981	15271	91	lc:Y,fl:N,pl:Y,
17982	15270	96	lc:T,fl:N,pl:Y,
17983	15271	97	lc:Y,fl:N,pl:Y,
17984	15271	103	lc:M,fl:N,pl:M,
17985	15271	126	lc:R,fl:N,pl:R,
17986	15271	132	lc:K,fl:N,pl:K,
17987	15271	139	lc:W,fl:N,pl:W,
17988	15271	146	lc:R,fl:N,pl:N,
17989	15271	150	lc:R,fl:N,pl:N,
17990	15271	165	lc:R,fl:N,pl:N,
17991	15271	186	lc:R,fl:N,pl:N,
17992	15270	189	lc:M,fl:N,pl:M,
17993	15270	191	lc:M,fl:N,pl:N,
17994	15271	192	lc:W,fl:N,pl:N,
17995	15271	250	lc:M,fl:N,pl:N,
17996	15273	7	lc:R,fl:N,pl:R,
17997	15273	11	lc:Y,fl:N,pl:Y,
17998	15273	14	lc:M,fl:N,pl:M,
17999	15273	72	lc:M,fl:N,pl:M,
18000	15273	73	lc:S,fl:N,pl:S,
18001	15273	94	lc:R,fl:N,pl:R,
18002	15273	112	lc:R,fl:N,pl:R,
18003	15273	116	lc:Y,fl:N,pl:Y,
18004	15273	158	lc:Y,fl:N,pl:Y,
18005	15273	176	lc:M,fl:N,pl:M,
18006	15273	187	lc:Y,fl:N,pl:Y,
18007	15273	210	lc:K,fl:N,pl:K,
18008	15273	239	lc:R,fl:N,pl:R,
18009	15273	240	lc:Y,fl:N,pl:Y,
18010	15273	249	lc:S,fl:N,pl:S,
18011	15273	250	lc:K,fl:N,pl:K,
18012	15273	258	lc:Y,fl:N,pl:Y,
18013	15273	268	lc:N,fl:N,pl:M,
18014	15275	19	lc:W,fl:N,pl:T,
18015	15276	132	lc:K,fl:N,pl:K,
18016	15280	167	lc:A,fl:N,pl:W,
18017	15285	129	lc:N,fl:N,pl:W,
18018	15285	107	lc:N,fl:N,pl:W,
18019	15285	81	lc:N,fl:N,pl:R,
18020	15285	17	lc:R,fl:N,pl:R,
18021	15291	44	lc:G,fl:G,pl:K,
18022	15291	66	lc:N,fl:C,pl:Y,
18023	15294	79	lc:M,fl:N,pl:A,
18024	15295	176	lc:M,fl:N,pl:C,
18025	15299	254	lc:R,fl:G,pl:N,
18026	15299	302	lc:Y,fl:N,pl:N,
18027	15301	154	lc:C,fl:N,pl:Y,
18028	15301	199	lc:Y,fl:N,pl:Y,
18029	15305	187	lc:M,fl:N,pl:M,
18030	15305	169	lc:Y,fl:N,pl:T,
18031	15309	218	lc:C,fl:N,pl:Y,
18032	15314	74	lc:S,fl:N,pl:S,
18033	15313	79	lc:K,fl:N,pl:G,
18034	15313	260	lc:N,fl:N,pl:M,
18035	15313	307	lc:N,fl:N,pl:K,
18036	15315	144	lc:K,fl:T,pl:T,
18037	15315	150	lc:M,fl:A,pl:A,
18038	15315	164	lc:R,fl:A,pl:A,
18039	15315	168	lc:K,fl:T,pl:T,
18040	15318	211	lc:Y,fl:N,pl:Y,
18041	15319	353	lc:R,fl:N,pl:R,
18042	15319	354	lc:M,fl:N,pl:M,
18043	15321	164	lc:T,fl:N,pl:W,
18044	15320	292	lc:K,fl:N,pl:N,
18045	15323	263	lc:A,fl:N,pl:R,
18046	15325	107	lc:C,fl:N,pl:M,
18047	15324	190	lc:R,fl:N,pl:N,
18048	15327	183	lc:Y,fl:N,pl:N,
18049	15326	337	lc:N,fl:N,pl:Y,
18050	15332	26	lc:R,fl:R,pl:N,
18051	15332	164	lc:R,fl:N,pl:N,
18052	15332	168	lc:R,fl:N,pl:N,
18053	15333	186	lc:S,fl:N,pl:C,
18054	15332	209	lc:R,fl:N,pl:A,
18055	15337	276	lc:N,fl:N,pl:W,
18056	15338	193	lc:K,fl:N,pl:G,
18057	15340	18	lc:M,fl:N,pl:C,
18058	15341	133	lc:W,fl:N,pl:T,
18059	15341	254	lc:W,fl:N,pl:T,
18060	15342	160	lc:R,fl:N,pl:G,
18061	15342	192	lc:N,fl:N,pl:M,
18062	15343	290	lc:Y,fl:N,pl:N,
18063	15349	27	lc:Y,fl:N,pl:C,
18064	15351	83	lc:R,fl:N,pl:N,
18065	15351	79	lc:R,fl:N,pl:N,
18066	15352	11	lc:S,fl:C,pl:C,
18067	15352	44	lc:G,fl:S,pl:G,
18068	15352	178	lc:Y,fl:T,pl:T,
18069	15355	277	lc:K,fl:N,pl:G,
18070	15357	301	lc:K,fl:N,pl:N,
18071	15358	202	lc:Y,fl:T,pl:T,
18072	15364	159	lc:A,fl:N,pl:W,
18073	15363	196	lc:T,fl:T,pl:K,
18074	15363	277	lc:A,fl:N,pl:M,
18075	15363	302	lc:G,fl:N,pl:K,
18076	15367	127	lc:Y,fl:C,pl:C,
18077	15366	184	lc:R,fl:N,pl:R,
18078	15368	17	lc:A,fl:G,pl:R,
18079	15369	164	lc:N,fl:N,pl:R,
18080	15370	15	lc:N,fl:N,pl:Y,
18081	15370	16	lc:N,fl:N,pl:R,
18082	15370	36	lc:N,fl:N,pl:R,
18083	15370	69	lc:N,fl:Y,pl:Y,
18084	15370	75	lc:N,fl:R,pl:R,
18085	15370	77	lc:N,fl:Y,pl:N,
18086	15370	90	lc:N,fl:W,pl:W,
18087	15370	147	lc:N,fl:N,pl:R,
18088	15373	158	lc:R,fl:N,pl:A,
18089	15370	161	lc:N,fl:N,pl:R,
18090	15370	175	lc:N,fl:W,pl:N,
18091	15373	181	lc:G,fl:G,pl:K,
18092	15370	189	lc:N,fl:S,pl:S,
18093	15370	200	lc:N,fl:N,pl:S,
18094	15370	201	lc:N,fl:N,pl:W,
18095	15370	223	lc:N,fl:N,pl:W,
18096	15370	245	lc:N,fl:N,pl:R,
18097	15370	253	lc:N,fl:N,pl:R,
18098	15374	12	lc:W,fl:N,pl:W,
18099	15374	16	lc:S,fl:N,pl:S,
18100	15374	19	lc:W,fl:N,pl:W,
18101	15374	25	lc:R,fl:N,pl:R,
18102	15374	31	lc:R,fl:N,pl:R,
18103	15374	33	lc:N,fl:N,pl:R,
18104	15374	34	lc:N,fl:N,pl:M,
18105	15374	35	lc:Y,fl:N,pl:Y,
18106	15374	43	lc:N,fl:N,pl:W,
18107	15375	46	lc:Y,fl:N,pl:Y,
18108	15374	49	lc:N,fl:N,pl:R,
18109	15374	67	lc:R,fl:N,pl:R,
18110	15374	76	lc:M,fl:N,pl:M,
18111	15374	80	lc:W,fl:N,pl:W,
18112	15374	81	lc:W,fl:N,pl:W,
18113	15374	82	lc:K,fl:N,pl:K,
18114	15375	86	lc:R,fl:N,pl:R,
18115	15375	89	lc:Y,fl:N,pl:Y,
18116	15374	98	lc:W,fl:N,pl:W,
18117	15374	103	lc:R,fl:N,pl:R,
18118	15375	116	lc:M,fl:N,pl:M,
18119	15374	118	lc:W,fl:N,pl:W,
18120	15375	159	lc:K,fl:N,pl:K,
18121	15375	160	lc:Y,fl:N,pl:Y,
18122	15374	169	lc:Y,fl:N,pl:N,
18123	15374	187	lc:K,fl:N,pl:N,
18124	15374	188	lc:Y,fl:N,pl:N,
18125	15375	220	lc:Y,fl:N,pl:N,
18126	15377	19	lc:Y,fl:N,pl:N,
18127	15377	34	lc:Y,fl:N,pl:C,
18128	15377	88	lc:R,fl:N,pl:N,
18129	15377	126	lc:T,fl:N,pl:K,
18130	15377	130	lc:Y,fl:N,pl:N,
18131	15377	131	lc:R,fl:N,pl:N,
18132	15377	272	lc:W,fl:N,pl:N,
18133	15379	156	lc:Y,fl:N,pl:N,
18134	15379	210	lc:K,fl:N,pl:N,
18135	15380	115	lc:Y,fl:C,pl:C,
18136	15380	273	lc:T,fl:N,pl:K,
18137	15380	289	lc:A,fl:N,pl:M,
18138	15380	348	lc:T,fl:N,pl:K,
18139	15380	370	lc:W,fl:N,pl:N,
18140	15382	84	lc:R,fl:N,pl:R,
18141	15385	14	lc:S,fl:C,pl:C,
18142	15385	44	lc:A,fl:R,pl:A,
18143	15385	116	lc:A,fl:W,pl:A,
18144	15385	132	lc:R,fl:G,pl:G,
18145	15385	135	lc:C,fl:Y,pl:C,
18146	15385	201	lc:C,fl:Y,pl:N,
18147	15385	260	lc:G,fl:S,pl:N,
18148	15385	264	lc:Y,fl:N,pl:N,
18149	15385	270	lc:S,fl:G,pl:N,
18150	15386	186	lc:A,fl:N,pl:R,
18151	15391	19	lc:S,fl:S,pl:S,
18152	15391	216	lc:Y,fl:N,pl:N,
18153	15390	261	lc:Y,fl:N,pl:C,
18154	15392	57	lc:W,fl:A,pl:A,
18155	15394	135	lc:T,fl:N,pl:W,
18156	15394	140	lc:W,fl:N,pl:A,
18157	15401	39	lc:A,fl:N,pl:W,
18158	15401	238	lc:A,fl:N,pl:R,
18159	15403	156	lc:C,fl:N,pl:M,
18160	15408	140	lc:N,fl:N,pl:S,
18161	15411	114	lc:Y,fl:N,pl:Y,
18162	15411	161	lc:A,fl:N,pl:M,
18163	15419	17	lc:G,fl:N,pl:R,
18164	15421	9	lc:M,fl:N,pl:M,
18165	15421	39	lc:K,fl:N,pl:K,
18166	15421	44	lc:W,fl:N,pl:W,
18167	15421	48	lc:Y,fl:N,pl:Y,
18168	15421	58	lc:R,fl:N,pl:R,
18169	15421	65	lc:R,fl:N,pl:R,
18170	15421	77	lc:N,fl:N,pl:M,
18171	15421	85	lc:N,fl:N,pl:Y,
18172	15421	108	lc:N,fl:N,pl:M,
18173	15421	171	lc:N,fl:N,pl:R,
18174	15427	20	lc:R,fl:N,pl:R,
18175	15427	42	lc:Y,fl:N,pl:Y,
18176	15427	53	lc:Y,fl:N,pl:Y,
18177	15426	72	lc:N,fl:N,pl:Y,
18178	15426	104	lc:G,fl:N,pl:K,
18179	15427	132	lc:M,fl:N,pl:M,
18180	15427	133	lc:Y,fl:N,pl:Y,
18181	15427	135	lc:Y,fl:N,pl:Y,
18182	15427	161	lc:W,fl:N,pl:W,
18183	15427	163	lc:W,fl:N,pl:W,
18184	15427	179	lc:W,fl:N,pl:W,
18185	15427	191	lc:Y,fl:N,pl:Y,
18186	15427	199	lc:N,fl:N,pl:K,
18187	15427	218	lc:S,fl:N,pl:S,
18188	15427	244	lc:Y,fl:N,pl:N,
18189	15429	32	lc:N,fl:R,pl:N,
18190	15428	46	lc:G,fl:R,pl:G,
18191	15429	51	lc:G,fl:R,pl:N,
18192	15428	121	lc:C,fl:Y,pl:C,
18193	15428	125	lc:A,fl:M,pl:A,
18194	15428	147	lc:A,fl:M,pl:A,
18195	15428	172	lc:G,fl:R,pl:G,
18196	15428	190	lc:G,fl:R,pl:G,
18197	15429	221	lc:K,fl:N,pl:N,
18198	15431	200	lc:M,fl:N,pl:C,
18199	15431	204	lc:W,fl:N,pl:T,
18200	15431	208	lc:G,fl:N,pl:R,
18201	15431	219	lc:Y,fl:N,pl:C,
18202	15434	167	lc:R,fl:N,pl:N,
18203	15435	179	lc:Y,fl:N,pl:T,
18204	15435	117	lc:N,fl:N,pl:Y,
18205	15435	38	lc:Y,fl:N,pl:N,
18206	15437	112	lc:M,fl:M,pl:A,
18207	15436	284	lc:T,fl:N,pl:W,
18208	15440	14	lc:K,fl:N,pl:N,
18209	15442	10	lc:M,fl:N,pl:M,
18210	15442	16	lc:Y,fl:N,pl:Y,
18211	15442	34	lc:R,fl:N,pl:R,
18212	15442	43	lc:R,fl:N,pl:R,
18213	15442	60	lc:Y,fl:N,pl:Y,
18214	15442	63	lc:K,fl:N,pl:K,
18215	15442	71	lc:R,fl:N,pl:R,
18216	15442	75	lc:Y,fl:N,pl:Y,
18217	15442	96	lc:R,fl:N,pl:R,
18218	15441	157	lc:K,fl:N,pl:N,
18219	15442	160	lc:M,fl:N,pl:M,
18220	15442	178	lc:W,fl:N,pl:W,
18221	15442	203	lc:Y,fl:N,pl:Y,
18222	15442	213	lc:Y,fl:N,pl:Y,
18223	15442	232	lc:Y,fl:N,pl:Y,
18224	15442	244	lc:S,fl:N,pl:S,
18225	15442	249	lc:Y,fl:N,pl:Y,
18226	15442	268	lc:K,fl:N,pl:N,
18227	15442	306	lc:R,fl:N,pl:N,
18228	15442	316	lc:R,fl:N,pl:N,
18229	15442	323	lc:R,fl:N,pl:N,
18230	15444	8	lc:K,fl:N,pl:K,
18231	15444	16	lc:Y,fl:N,pl:Y,
18232	15444	17	lc:Y,fl:N,pl:Y,
18233	15444	45	lc:S,fl:N,pl:S,
18234	15444	49	lc:Y,fl:N,pl:Y,
18235	15444	57	lc:R,fl:N,pl:R,
18236	15444	59	lc:W,fl:N,pl:W,
18237	15445	60	lc:G,fl:R,pl:G,
18238	15444	71	lc:Y,fl:N,pl:Y,
18239	15444	83	lc:W,fl:N,pl:W,
18240	15444	85	lc:R,fl:N,pl:R,
18241	15444	104	lc:Y,fl:N,pl:Y,
18242	15444	117	lc:S,fl:N,pl:S,
18243	15444	130	lc:M,fl:N,pl:M,
18244	15444	131	lc:Y,fl:N,pl:Y,
18245	15444	160	lc:R,fl:N,pl:R,
18246	15444	165	lc:Y,fl:N,pl:Y,
18247	15444	166	lc:R,fl:N,pl:R,
18248	15444	170	lc:K,fl:N,pl:K,
18249	15444	185	lc:N,fl:N,pl:Y,
18250	15444	186	lc:N,fl:N,pl:R,
18251	15446	77	lc:R,fl:N,pl:R,
18252	15446	129	lc:R,fl:R,pl:R,
18253	15446	132	lc:R,fl:N,pl:R,
18254	15446	135	lc:R,fl:N,pl:R,
18255	15449	28	lc:N,fl:N,pl:R,
18256	15451	97	lc:R,fl:N,pl:G,
18257	15451	122	lc:M,fl:N,pl:C,
18258	15455	76	lc:Y,fl:N,pl:T,
18259	15455	115	lc:K,fl:N,pl:G,
18260	15457	94	lc:Y,fl:N,pl:C,
18261	15468	272	lc:K,fl:N,pl:G,
18262	15470	216	lc:A,fl:N,pl:W,
18263	15472	200	lc:K,fl:N,pl:N,
18264	15472	201	lc:C,fl:N,pl:M,
18265	15475	248	lc:C,fl:N,pl:Y,
18266	15478	190	lc:S,fl:N,pl:S,
18267	15480	174	lc:Y,fl:N,pl:N,
18268	15483	224	lc:C,fl:N,pl:S,
18269	15482	331	lc:R,fl:N,pl:N,
18270	15484	73	lc:C,fl:N,pl:Y,
18271	15484	75	lc:A,fl:N,pl:R,
18272	15485	87	lc:M,fl:N,pl:A,
18273	15484	107	lc:T,fl:N,pl:W,
18274	15484	126	lc:W,fl:N,pl:T,
18275	15484	245	lc:C,fl:N,pl:Y,
18276	15485	283	lc:A,fl:N,pl:R,
18277	15486	268	lc:R,fl:N,pl:N,
18278	15489	249	lc:T,fl:N,pl:W,
18279	15490	64	lc:T,fl:W,pl:T,
18280	15490	132	lc:C,fl:Y,pl:C,
18281	15490	199	lc:C,fl:M,pl:N,
18282	15499	9	lc:N,fl:N,pl:R,
18283	15499	10	lc:N,fl:N,pl:R,
18284	15499	88	lc:S,fl:N,pl:G,
18285	15499	95	lc:N,fl:N,pl:R,
18286	15499	119	lc:N,fl:N,pl:M,
18287	15499	167	lc:R,fl:N,pl:G,
18288	15502	67	lc:R,fl:N,pl:G,
18289	15504	189	lc:S,fl:N,pl:C,
18290	15508	134	lc:K,fl:N,pl:G,
18291	15508	143	lc:C,fl:N,pl:Y,
18292	15508	144	lc:R,fl:N,pl:G,
18293	15507	155	lc:Y,fl:N,pl:N,
18294	15507	238	lc:C,fl:N,pl:Y,
18295	15508	252	lc:W,fl:N,pl:T,
18296	15508	287	lc:W,fl:N,pl:A,
18297	15514	183	lc:K,fl:N,pl:G,
18298	15516	228	lc:R,fl:N,pl:G,
18299	15521	57	lc:W,fl:W,pl:W,
18300	15521	58	lc:Y,fl:Y,pl:Y,
18301	15521	76	lc:R,fl:R,pl:R,
18302	15521	118	lc:Y,fl:Y,pl:Y,
18303	15521	176	lc:M,fl:M,pl:M,
18304	15521	206	lc:W,fl:N,pl:W,
18305	15521	219	lc:K,fl:N,pl:K,
18306	15521	234	lc:Y,fl:N,pl:Y,
18307	15521	235	lc:M,fl:N,pl:M,
18308	15521	266	lc:Y,fl:N,pl:N,
18309	15521	279	lc:Y,fl:N,pl:N,
18310	15522	157	lc:M,fl:C,pl:C,
18311	15522	188	lc:R,fl:G,pl:R,
18312	15536	218	lc:R,fl:G,pl:R,
18313	15535	222	lc:W,fl:N,pl:T,
18314	15537	70	lc:M,fl:C,pl:C,
18315	15538	279	lc:G,fl:N,pl:K,
18316	15540	222	lc:W,fl:N,pl:N,
18317	15539	248	lc:M,fl:N,pl:M,
18318	15539	258	lc:M,fl:N,pl:A,
18319	15543	112	lc:C,fl:N,pl:Y,
18320	15543	149	lc:C,fl:N,pl:Y,
18321	15545	14	lc:M,fl:N,pl:A,
18322	15545	15	lc:M,fl:N,pl:C,
18323	15544	82	lc:Y,fl:N,pl:Y,
18324	15547	239	lc:K,fl:N,pl:T,
18325	15549	278	lc:T,fl:N,pl:W,
18326	15550	107	lc:C,fl:C,pl:M,
18327	15550	203	lc:Y,fl:N,pl:C,
18328	15558	25	lc:Y,fl:N,pl:T,
18329	15558	46	lc:W,fl:N,pl:W,
18330	15558	59	lc:N,fl:N,pl:W,
18331	15558	75	lc:Y,fl:N,pl:N,
18332	15558	94	lc:R,fl:N,pl:G,
18333	15558	131	lc:N,fl:N,pl:M,
18334	15558	273	lc:N,fl:N,pl:Y,
18335	15562	19	lc:N,fl:N,pl:Y,
18336	15562	69	lc:N,fl:N,pl:R,
18337	15562	79	lc:N,fl:N,pl:M,
18338	15562	82	lc:N,fl:N,pl:R,
18339	15562	93	lc:N,fl:N,pl:R,
18340	15562	94	lc:N,fl:N,pl:M,
18341	15562	95	lc:N,fl:N,pl:Y,
18342	15562	109	lc:N,fl:N,pl:S,
18343	15562	242	lc:N,fl:N,pl:Y,
18344	15564	208	lc:R,fl:G,pl:G,
18345	15565	54	lc:K,fl:N,pl:T,
18346	15567	149	lc:M,fl:N,pl:C,
18347	15571	9	lc:Y,fl:N,pl:N,
18348	15571	64	lc:W,fl:N,pl:N,
18349	15572	120	lc:A,fl:A,pl:W,
18350	15572	204	lc:C,fl:S,pl:C,
18351	15578	68	lc:T,fl:Y,pl:T,
18352	15578	124	lc:C,fl:Y,pl:C,
18353	15576	170	lc:M,fl:N,pl:C,
18354	15578	180	lc:G,fl:R,pl:G,
18355	15576	250	lc:Y,fl:N,pl:N,
18356	15576	263	lc:K,fl:N,pl:N,
18357	15579	84	lc:M,fl:N,pl:C,
18358	15580	171	lc:Y,fl:C,pl:C,
18359	15583	31	lc:C,fl:C,pl:S,
18360	15583	60	lc:C,fl:C,pl:Y,
18361	15583	104	lc:A,fl:A,pl:R,
18362	15583	110	lc:A,fl:A,pl:R,
18363	15583	123	lc:C,fl:C,pl:M,
18364	15583	205	lc:C,fl:C,pl:Y,
18365	15583	264	lc:T,fl:N,pl:W,
18366	15586	37	lc:R,fl:R,pl:R,
18367	15587	23	lc:A,fl:T,pl:A,
18368	15587	46	lc:C,fl:T,pl:C,
18369	15590	55	lc:R,fl:N,pl:R,
18370	15590	56	lc:Y,fl:N,pl:Y,
18371	15590	79	lc:S,fl:N,pl:S,
18372	15590	87	lc:R,fl:N,pl:R,
18373	15590	102	lc:Y,fl:N,pl:Y,
18374	15590	127	lc:S,fl:N,pl:S,
18375	15590	156	lc:R,fl:N,pl:R,
18376	15590	162	lc:Y,fl:N,pl:Y,
18377	15590	193	lc:R,fl:N,pl:R,
18378	15590	218	lc:R,fl:N,pl:R,
18379	15590	240	lc:Y,fl:N,pl:Y,
18380	15590	285	lc:S,fl:N,pl:N,
18381	15591	24	lc:A,fl:R,pl:A,
18382	15591	66	lc:G,fl:R,pl:R,
18383	15591	78	lc:C,fl:M,pl:C,
18384	15593	51	lc:C,fl:T,pl:C,
18385	15593	133	lc:T,fl:T,pl:W,
18386	15595	255	lc:M,fl:N,pl:A,
18387	15595	276	lc:Y,fl:N,pl:N,
18388	15597	193	lc:R,fl:N,pl:N,
18389	15600	86	lc:C,fl:M,pl:C,
18390	15600	160	lc:W,fl:A,pl:A,
18391	15603	242	lc:M,fl:N,pl:N,
18392	15607	269	lc:R,fl:N,pl:G,
18393	15609	273	lc:C,fl:N,pl:S,
18394	15609	305	lc:K,fl:N,pl:G,
18395	15611	20	lc:R,fl:N,pl:A,
18396	15611	99	lc:R,fl:N,pl:A,
18397	15611	119	lc:Y,fl:N,pl:C,
18398	15612	306	lc:R,fl:N,pl:N,
18399	15615	76	lc:T,fl:Y,pl:T,
18400	15619	50	lc:G,fl:G,pl:K,
18401	15619	98	lc:G,fl:K,pl:K,
18402	15619	188	lc:K,fl:N,pl:N,
18403	15619	311	lc:W,fl:N,pl:N,
18404	15624	34	lc:K,fl:N,pl:K,
18405	15627	153	lc:T,fl:N,pl:K,
18406	15627	172	lc:T,fl:N,pl:K,
18407	15627	187	lc:G,fl:N,pl:K,
18408	15627	194	lc:C,fl:N,pl:Y,
18409	15627	198	lc:A,fl:N,pl:W,
18410	15627	208	lc:N,fl:N,pl:R,
18411	15627	235	lc:R,fl:N,pl:N,
18412	15627	239	lc:S,fl:N,pl:N,
18413	15627	242	lc:W,fl:N,pl:N,
18414	15627	249	lc:K,fl:N,pl:N,
18415	15627	252	lc:K,fl:N,pl:N,
18416	15629	281	lc:W,fl:N,pl:A,
18417	15629	284	lc:Y,fl:N,pl:C,
18418	15632	160	lc:T,fl:T,pl:W,
18419	15633	229	lc:T,fl:N,pl:K,
18420	15635	258	lc:T,fl:N,pl:Y,
18421	15638	68	lc:M,fl:N,pl:A,
18422	15640	102	lc:Y,fl:N,pl:T,
18423	15640	107	lc:M,fl:N,pl:A,
18424	15644	6	lc:N,fl:N,pl:Y,
18425	15644	29	lc:N,fl:N,pl:K,
18426	15644	30	lc:N,fl:N,pl:K,
18427	15644	41	lc:N,fl:N,pl:K,
18428	15644	43	lc:N,fl:N,pl:Y,
18429	15644	44	lc:N,fl:N,pl:R,
18430	15644	46	lc:N,fl:N,pl:R,
18431	15644	67	lc:N,fl:N,pl:R,
18432	15644	104	lc:N,fl:N,pl:Y,
18433	15644	110	lc:N,fl:N,pl:R,
18434	15644	129	lc:N,fl:N,pl:R,
18435	15644	137	lc:N,fl:N,pl:W,
18436	15644	140	lc:N,fl:N,pl:K,
18437	15644	150	lc:N,fl:N,pl:R,
18438	15644	157	lc:N,fl:N,pl:K,
18439	15644	162	lc:N,fl:N,pl:K,
18440	15644	166	lc:N,fl:N,pl:Y,
18441	15644	169	lc:N,fl:N,pl:Y,
18442	15644	173	lc:N,fl:N,pl:R,
18443	15646	15	lc:Y,fl:C,pl:Y,
18444	15646	18	lc:K,fl:T,pl:K,
18445	15646	22	lc:K,fl:G,pl:K,
18446	15646	105	lc:M,fl:A,pl:M,
18447	15646	297	lc:M,fl:C,pl:M,
18448	15648	170	lc:K,fl:N,pl:G,
18449	15648	171	lc:K,fl:N,pl:T,
18450	15648	204	lc:W,fl:N,pl:T,
18451	15651	196	lc:T,fl:N,pl:Y,
18452	15651	197	lc:Y,fl:N,pl:N,
18453	15656	297	lc:A,fl:N,pl:C,
18454	15663	22	lc:R,fl:N,pl:G,
18455	15664	249	lc:T,fl:N,pl:Y,
18456	15664	262	lc:S,fl:N,pl:N,
18457	15667	101	lc:M,fl:N,pl:M,
18458	15667	316	lc:Y,fl:N,pl:C,
18459	15670	224	lc:M,fl:N,pl:M,
18460	15670	257	lc:N,fl:N,pl:W,
18461	15673	143	lc:M,fl:N,pl:C,
18462	15673	227	lc:S,fl:N,pl:C,
18463	15680	35	lc:K,fl:N,pl:G,
18464	15682	40	lc:T,fl:Y,pl:T,
18465	15682	92	lc:R,fl:R,pl:N,
18466	15682	120	lc:A,fl:W,pl:A,
18467	15683	126	lc:M,fl:N,pl:C,
18468	15683	127	lc:M,fl:N,pl:C,
18469	15683	152	lc:S,fl:N,pl:N,
18470	15682	201	lc:M,fl:N,pl:N,
18471	15684	179	lc:A,fl:W,pl:A,
18472	15684	257	lc:G,fl:R,pl:G,
18473	15684	259	lc:A,fl:R,pl:A,
18474	15686	191	lc:R,fl:G,pl:G,
18475	15688	71	lc:K,fl:N,pl:G,
18476	15690	13	lc:C,fl:Y,pl:Y,
18477	15690	27	lc:A,fl:M,pl:A,
18478	15690	28	lc:T,fl:Y,pl:T,
18479	15690	35	lc:T,fl:Y,pl:Y,
18480	15690	64	lc:A,fl:R,pl:R,
18481	15691	71	lc:G,fl:R,pl:G,
18482	15690	173	lc:C,fl:Y,pl:C,
18483	15691	198	lc:G,fl:S,pl:G,
18484	15690	203	lc:A,fl:R,pl:A,
18485	15690	220	lc:C,fl:S,pl:C,
18486	15690	229	lc:A,fl:R,pl:A,
18487	15692	121	lc:Y,fl:C,pl:C,
18488	15696	139	lc:G,fl:N,pl:R,
18489	15699	146	lc:M,fl:N,pl:C,
