# Population fc	G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16,G23,G24
# Population fl	R05,Y01,Y02,Y03
# Population pl	PL01,PL02,PL03,PL04,PL05,PL06,PL07,PL08,PL09,PL10
# Group defaultgrp	fc,fl,pl
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
29395	NC_036844.1	26631511	-0.06175	0.17697	0.00000	-0.00984	0.15155	0.00000	0.64824	0.42942	0.00000
29396	NC_036844.1	26631570	-0.00563	0.17698	0.00000	-0.00026	0.15156	0.00000	0.31029	0.42944	0.00000
29397	NC_036844.1	26650292	0.12583	0.18226	0.00000	0.01665	0.15652	0.00000	-nan	0.43475	0.00000
29402	NC_036844.1	26655547	0.92958	0.18303	0.00000	0.82466	0.15733	0.00000	0.48721	0.43560	0.00000
29405	NC_036844.1	26662026	-0.03858	0.18387	0.00000	-0.00383	0.15823	0.00000	0.60568	0.43638	0.00000
29432	NC_036844.1	26923743	-0.09058	0.17952	0.00000	-0.03528	0.16553	0.00000	0.11190	0.26569	0.00000
29443	NC_036844.1	27043412	-0.01305	0.19492	0.00000	-0.00057	0.17347	0.00000	0.03248	0.23881	0.00000
29451	NC_036844.1	27076090	-0.03338	0.18893	0.00000	-0.00321	0.16618	0.00000	0.17682	0.23387	0.00000
29454	NC_036844.1	27089089	1.00000	0.18552	0.00000	0.84211	0.16235	0.00000	0.67978	0.23092	0.00000
29465	NC_036844.1	27251638	0.00930	0.08635	0.00000	0.00340	0.05846	0.00000	0.09446	0.17102	0.00000
29469	NC_036844.1	27274683	-0.11110	0.07351	0.00000	-0.13118	0.04309	0.00000	-0.11902	0.16041	0.00000
29471	NC_036844.1	27278562	-0.00915	0.07160	0.00000	-0.00038	0.04065	0.00000	0.29912	0.15864	0.00000
29480	NC_036844.1	27308982	-0.11085	0.05969	0.00000	-0.12189	0.02339	0.00000	0.09474	0.14495	0.00000
29506	NC_036844.1	27574105	0.11869	0.12260	0.00000	0.00655	0.03200	0.00000	-0.00865	0.12055	0.00000
29507	NC_036844.1	27574131	0.31716	0.12261	0.00000	0.01499	0.03201	0.00000	0.09333	0.12056	0.00000
29508	NC_036844.1	27579147	0.19330	0.12401	0.00000	0.03751	0.03364	0.00000	0.05841	0.12213	0.00000
29509	NC_036844.1	27578852	-0.02513	0.12393	0.00000	-0.00119	0.03355	0.00000	0.23785	0.12204	0.00000
29517	NC_036844.1	27632639	-0.05187	0.13825	0.00000	-0.00229	0.05267	0.00000	0.02077	0.14267	0.00000
29522	NC_036844.1	27769673	-0.03274	0.18939	0.00000	-0.00187	0.11767	0.00000	0.54286	0.21344	0.00000
29530	NC_036844.1	27793205	0.50677	0.19937	0.00000	0.47776	0.12869	0.00000	0.30839	0.22245	0.00000
29531	NC_036844.1	27793226	0.15385	0.19938	0.00000	0.04027	0.12870	0.00000	-nan	0.22245	0.00000
29544	NC_036844.1	27875855	0.12607	0.22979	0.00000	0.04196	0.15966	0.00000	0.20334	0.23633	0.00000
29553	NC_036844.1	27950642	0.08960	0.24570	0.00000	0.01074	0.17539	0.00000	0.27481	0.23108	0.00000
29558	NC_036844.1	27974845	0.00490	0.24823	0.00000	0.00021	0.17789	0.00000	0.03293	0.22694	0.00000
29559	NC_036844.1	27974919	0.60137	0.24824	0.00000	0.04822	0.17789	0.00000	0.19531	0.22693	0.00000
29565	NC_036844.1	28001723	-0.04137	0.25164	0.00000	-0.00155	0.18119	0.00000	0.00262	0.22318	0.00000
29567	NC_036844.1	28012238	0.75653	0.25228	0.00000	0.69681	0.18183	0.00000	0.61305	0.22125	0.00000
29568	NC_036844.1	28012314	0.79916	0.25229	0.00000	0.85650	0.18184	0.00000	0.72344	0.22123	0.00000
29570	NC_036844.1	28032855	-0.00412	0.25477	0.00000	-0.00017	0.18345	0.00000	0.03248	0.21837	0.00000
29579	NC_036844.1	28197250	0.41776	0.30369	0.00000	0.15050	0.20185	0.00000	0.07379	0.21738	0.00000
29581	NC_036844.1	28198179	-0.04695	0.30441	0.00000	-0.00190	0.20220	0.00000	0.02798	0.21775	0.00000
29595	NC_036844.1	28356055	0.21123	0.44189	0.00000	0.09991	0.28557	0.00000	0.21214	0.32166	0.00000
29598	NC_036844.1	28408364	0.18728	0.45730	0.00000	0.00793	0.29757	0.00000	-0.00248	0.34218	0.00000
29600	NC_036844.1	28433392	0.79322	0.45732	0.00000	0.74229	0.29823	0.00000	0.69602	0.34729	0.00000
29602	NC_036844.1	28437447	0.55196	0.45684	0.00000	0.26054	0.29792	0.00000	0.36927	0.34774	0.00000
29603	NC_036844.1	28437484	0.67699	0.45684	0.00000	0.61646	0.29792	0.00000	0.47728	0.34775	0.00000
29606	NC_036844.1	28475053	1.00000	0.44825	0.00000	0.16279	0.29110	0.00000	0.55088	0.34856	0.00000
29609	NC_036844.1	28509451	0.83854	0.43490	0.00000	0.85834	0.28050	0.00000	0.78308	0.34519	0.00000
29611	NC_036844.1	28513413	0.75594	0.43306	0.00000	0.73919	0.27899	0.00000	0.54598	0.34454	0.00000
29616	NC_036844.1	28569968	-0.04031	0.40369	0.00000	-0.00158	0.25341	0.00000	0.00254	0.33194	0.00000
29617	NC_036844.1	28569900	-0.03891	0.40373	0.00000	-0.00228	0.25345	0.00000	0.26036	0.33195	0.00000
29623	NC_036844.1	28595398	0.71526	0.38998	0.00000	0.70224	0.24052	0.00000	0.51349	0.32499	0.00000
29625	NC_036844.1	28628246	0.45070	0.37323	0.00000	0.18301	0.22356	0.00000	0.17512	0.31543	0.00000
29630	NC_036844.1	28664775	0.33545	0.35741	0.00000	0.04355	0.20588	0.00000	0.42737	0.30553	0.00000
29631	NC_036844.1	28664806	0.36389	0.35740	0.00000	0.15570	0.20587	0.00000	0.39456	0.30552	0.00000
29634	NC_036844.1	28672201	0.68525	0.35460	0.00000	0.31413	0.20247	0.00000	0.39642	0.30352	0.00000
29635	NC_036844.1	28672253	-0.04695	0.35458	0.00000	-0.00190	0.20245	0.00000	0.14655	0.30350	0.00000
29639	NC_036844.1	28705680	-0.04031	0.34433	0.00000	-0.00158	0.18844	0.00000	0.00254	0.29507	0.00000
29640	NC_036844.1	28705675	0.39011	0.34433	0.00000	0.10467	0.18844	0.00000	0.35747	0.29507	0.00000
29646	NC_036844.1	28775414	-0.08387	0.33771	0.00000	-0.09150	0.16836	0.00000	0.46007	0.28171	0.00000
29649	NC_036844.1	28793958	0.26044	0.33935	0.00000	0.04573	0.16514	0.00000	0.13377	0.27905	0.00000
29654	NC_036844.1	28844191	0.60000	0.34959	0.00000	0.38013	0.16050	0.00000	0.24286	0.27296	0.00000
29661	NC_036844.1	28908113	0.85868	0.36759	0.00000	0.32951	0.16040	0.00000	0.47056	0.26550	0.00000
29671	NC_036844.1	29058699	0.31085	0.35129	0.00000	0.01519	0.17755	0.00000	0.06650	0.23963	0.00000
29680	NC_036844.1	29106571	-0.10825	0.32337	0.00000	-0.09957	0.18611	0.00000	-nan	0.22916	0.00000
29695	NC_036844.1	29198708	0.93893	0.27523	0.00000	0.87867	0.19517	0.00000	0.68869	0.20563	0.00000
29703	NC_036844.1	29276977	-0.04137	0.25873	0.00000	-0.00155	0.19775	0.00000	0.00262	0.19181	0.00000
29710	NC_036844.1	29319078	-0.06399	0.26226	0.00000	-0.00509	0.20136	0.00000	0.02512	0.19114	0.00000
29718	NC_036844.1	29406334	0.50032	0.30397	0.00000	0.23233	0.22903	0.00000	0.20309	0.21334	0.00000
29727	NC_036844.1	29537531	0.88127	0.38911	0.00000	0.81605	0.29201	0.00000	0.72271	0.29194	0.00000
29743	NC_036844.1	29760026	0.23734	0.12636	0.00000	0.08256	0.08182	0.00000	0.27279	0.19406	0.00000
29745	NC_036844.1	29765927	-0.00443	0.11951	0.00000	-0.01117	0.07680	0.00000	0.12999	0.19039	0.00000
29751	NC_036844.1	29894781	-0.00386	0.02444	0.00000	-0.00016	0.01859	0.00000	0.00347	0.14984	0.00000
29765	NC_036844.1	29965608	-0.00563	0.00245	0.00000	-0.00026	0.01314	0.00000	0.29681	0.15352	0.00000
29774	NC_036844.1	30036582	-0.05994	-0.00481	0.00000	-0.00263	0.01917	0.00000	0.03513	0.16954	0.00000
29785	NC_036844.1	30207375	-0.08633	0.05595	0.00000	-0.00813	0.08907	0.00000	0.29380	0.23370	0.00000
29786	NC_036844.1	30207283	-0.01941	0.05589	0.00000	-0.00088	0.08902	0.00000	0.29912	0.23366	0.00000
29796	NC_036844.1	30286676	-0.00668	0.11411	0.00000	-0.00352	0.14251	0.00000	0.39589	0.27217	0.00000
29797	NC_036844.1	30286593	-0.04673	0.11404	0.00000	-0.00471	0.14245	0.00000	0.02428	0.27212	0.00000
29799	NC_036844.1	30317798	0.69188	0.14288	0.00000	0.71790	0.16795	0.00000	-nan	0.29322	0.00000
29824	NC_036844.1	30514358	1.00000	0.32877	0.00000	0.90698	0.32460	0.00000	0.79651	0.47818	0.00000
29825	NC_036844.1	30514452	-0.04688	0.32881	0.00000	-0.00208	0.32463	0.00000	0.41806	0.47824	0.00000
29854	NC_036844.1	30744075	0.48116	0.22938	0.00000	0.43244	0.19364	0.00000	0.40763	0.33329	0.00000
29856	NC_036844.1	30747521	-0.02639	0.22787	0.00000	-0.00136	0.19141	0.00000	-nan	0.32906	0.00000
29869	NC_036844.1	30901492	0.02059	0.22009	0.00000	0.00117	0.14607	0.00000	-nan	0.22290	0.00000
29870	NC_036844.1	30901450	-0.05344	0.22008	0.00000	-0.00247	0.14607	0.00000	0.29412	0.22291	0.00000
29877	NC_036844.1	30985361	0.18728	0.23557	0.00000	0.00793	0.14461	0.00000	-0.00248	0.20999	0.00000
29878	NC_036844.1	30985245	0.90582	0.23555	0.00000	0.77766	0.14461	0.00000	0.56503	0.21000	0.00000
29882	NC_036844.1	30994882	-0.10629	0.23720	0.00000	-0.01531	0.14472	0.00000	0.11354	0.20958	0.00000
29884	NC_036844.1	31013490	-0.04137	0.24029	0.00000	-0.00155	0.14506	0.00000	0.00262	0.20917	0.00000
29885	NC_036844.1	31022996	0.13634	0.24183	0.00000	0.01304	0.14532	0.00000	0.01897	0.20916	0.00000
29886	NC_036844.1	31022798	1.00000	0.24180	0.00000	0.64706	0.14532	0.00000	0.49644	0.20916	0.00000
29890	NC_036844.1	31067125	0.30129	0.24933	0.00000	0.10762	0.14817	0.00000	0.36784	0.21091	0.00000
29898	NC_036844.1	31102531	0.45631	0.25646	0.00000	0.16921	0.15313	0.00000	0.19109	0.21455	0.00000
29907	NC_036844.1	31146409	-0.07056	0.26991	0.00000	-0.01774	0.16575	0.00000	0.25515	0.22295	0.00000
29913	NC_036844.1	31231931	0.29949	0.32097	0.00000	0.04649	0.22128	0.00000	0.29271	0.25168	0.00000
29915	NC_036844.1	31233639	-0.04695	0.32236	0.00000	-0.00190	0.22284	0.00000	0.02798	0.25239	0.00000
29924	NC_036844.1	31369344	0.91830	0.42483	0.00000	0.79465	0.34791	0.00000	0.56378	0.29582	0.00000
29927	NC_036844.1	31370282	0.93329	0.42510	0.00000	0.82602	0.34839	0.00000	0.58236	0.29588	0.00000
29930	NC_036844.1	31479163	0.20314	0.37688	0.00000	0.06305	0.32936	0.00000	0.03748	0.27544	0.00000
29932	NC_036844.1	31486078	0.51020	0.36854	0.00000	1.00000	0.32291	0.00000	0.45285	0.27279	0.00000
29941	NC_036844.1	31534412	-0.01654	0.30033	0.00000	-0.00083	0.26786	0.00000	-0.05429	0.25660	0.00000
29949	NC_036844.1	31708504	-0.05549	0.17366	0.00000	-0.00234	0.15467	0.00000	0.29460	0.30090	0.00000
29951	NC_036844.1	31716640	0.09682	0.17834	0.00000	0.02192	0.15841	0.00000	0.38865	0.30562	0.00000
29961	NC_036844.1	31882303	-0.00733	0.33876	0.00000	-0.00039	0.29256	0.00000	0.17892	0.35226	0.00000
29970	NC_036844.1	31975041	0.92871	0.35061	0.00000	0.83937	0.29820	0.00000	0.55019	0.31648	0.00000
29972	NC_036844.1	31983127	-0.01322	0.34816	0.00000	-0.00397	0.29565	0.00000	0.21339	0.31185	0.00000
29973	NC_036844.1	31983211	0.23881	0.34814	0.00000	0.24611	0.29562	0.00000	0.50764	0.31180	0.00000
29978	NC_036844.1	31991758	0.90033	0.34512	0.00000	0.71847	0.29258	0.00000	0.58902	0.30717	0.00000
29979	NC_036844.1	31991797	0.89250	0.34511	0.00000	0.84239	0.29257	0.00000	0.73578	0.30715	0.00000
29984	NC_036844.1	32116266	0.04056	0.28114	0.00000	0.00703	0.23364	0.00000	-0.07231	0.23911	0.00000
29985	NC_036844.1	32116579	0.12062	0.28100	0.00000	0.01652	0.23351	0.00000	0.02216	0.23899	0.00000
29990	NC_036844.1	32155179	0.07589	0.26585	0.00000	0.00701	0.22083	0.00000	0.03589	0.22817	0.00000
29991	NC_036844.1	32155125	-0.08197	0.26587	0.00000	-0.09291	0.22084	0.00000	-0.14372	0.22818	0.00000
29998	NC_036844.1	32204980	-0.06783	0.25557	0.00000	-0.00385	0.21352	0.00000	0.22978	0.22545	0.00000
30000	NC_036844.1	32216679	-0.00516	0.25459	0.00000	-0.00024	0.21319	0.00000	-0.00362	0.22674	0.00000
30002	NC_036844.1	32219994	0.58310	0.25408	0.00000	0.34187	0.21297	0.00000	0.42978	0.22724	0.00000
30003	NC_036844.1	32219984	-0.05924	0.25408	0.00000	-0.00336	0.21297	0.00000	0.53555	0.22724	0.00000
30005	NC_036844.1	32225323	0.87714	0.25385	0.00000	0.88928	0.21304	0.00000	-nan	0.22814	0.00000
30019	NC_036844.1	32350666	0.89955	0.26665	0.00000	0.83153	0.23154	0.00000	0.74903	0.27845	0.00000
30022	NC_036844.1	32360857	0.49091	0.26764	0.00000	0.57940	0.23304	0.00000	-nan	0.28366	0.00000
30024	NC_036844.1	32361246	-0.16505	0.26767	0.00000	-0.13793	0.23309	0.00000	0.26238	0.28386	0.00000
30025	NC_036844.1	32381708	0.16766	0.26877	0.00000	0.03239	0.23535	0.00000	0.16368	0.29407	0.00000
30030	NC_036844.1	32440482	-0.05224	0.26129	0.00000	-0.02237	0.23296	0.00000	0.34481	0.31798	0.00000
30042	NC_036844.1	32669254	-0.08957	0.03678	0.00000	-0.00887	0.05842	0.00000	0.22843	0.26400	0.00000
30066	NC_036844.1	32917865	-0.04132	0.10905	0.00000	-0.00274	0.01968	0.00000	0.14249	0.24360	0.00000
30072	NC_036844.1	33012072	-0.05978	0.14087	0.00000	-0.00305	0.02721	0.00000	0.16773	0.25007	0.00000
30073	NC_036844.1	33033537	-0.02277	0.14633	0.00000	0.00153	0.02906	0.00000	0.56827	0.25040	0.00000
30075	NC_036844.1	33038187	0.61813	0.14743	0.00000	0.03927	0.02947	0.00000	0.34441	0.25040	0.00000
30081	NC_036844.1	33062114	0.27403	0.15266	0.00000	0.12852	0.03166	0.00000	0.11708	0.24988	0.00000
30083	NC_036844.1	33072522	-0.01329	0.15468	0.00000	-0.00570	0.03266	0.00000	0.10685	0.24937	0.00000
30100	NC_036844.1	33274810	0.15520	0.13938	0.00000	0.11957	0.05133	0.00000	0.74194	0.17839	0.00000
30103	NC_036844.1	33277001	0.30431	0.13854	0.00000	0.11716	0.05143	0.00000	0.06545	0.17702	0.00000
30107	NC_036844.1	33405671	-0.02172	0.11039	0.00000	-0.00127	0.06386	0.00000	-0.00698	0.11850	0.00000
30111	NC_036844.1	33455625	-0.04695	0.12614	0.00000	-0.00190	0.07975	0.00000	0.02798	0.11660	0.00000
30121	NC_036844.1	33561794	0.11181	0.20607	0.00000	0.04532	0.13582	0.00000	0.16732	0.14174	0.00000
30126	NC_036844.1	33674399	0.27419	0.27155	0.00000	0.01374	0.17956	0.00000	0.12505	0.16712	0.00000
30129	NC_036844.1	33675729	1.00000	0.27171	0.00000	0.88889	0.17970	0.00000	0.47458	0.16720	0.00000
30139	NC_036844.1	33836065	-0.03064	0.17339	0.00000	-0.00414	0.12109	0.00000	0.02514	0.13373	0.00000
30148	NC_036844.1	33933805	-0.03384	0.06730	0.00000	-0.01426	0.05400	0.00000	-nan	0.09209	0.00000
30166	NC_036844.1	34204341	-0.00412	0.01619	0.00000	-0.00017	-0.00099	0.00000	0.03248	0.03682	0.00000
30167	NC_036844.1	34218913	-0.07049	0.02052	0.00000	-0.00356	-0.00046	0.00000	0.16933	0.03471	0.00000
30175	NC_036844.1	34296474	0.07186	0.04939	0.00000	0.00992	0.00444	0.00000	0.00408	0.02552	0.00000
30183	NC_036844.1	34369267	-0.04624	0.08490	0.00000	-0.00180	0.01302	0.00000	0.02176	0.02302	0.00000
30195	NC_036844.1	34422939	-0.16063	0.11345	0.00000	-0.20968	0.02142	0.00000	-0.35469	0.02727	0.00000
30198	NC_036844.1	34442994	-0.04671	0.12365	0.00000	-0.00354	0.02472	0.00000	0.14610	0.02978	0.00000
30199	NC_036844.1	34443128	0.17642	0.12371	0.00000	0.00802	0.02475	0.00000	-0.00248	0.02980	0.00000
30200	NC_036844.1	34456850	0.03855	0.13048	0.00000	0.00445	0.02702	0.00000	-0.03551	0.03183	0.00000
30206	NC_036844.1	34524096	0.50634	0.15531	0.00000	0.24469	0.03662	0.00000	0.14481	0.04644	0.00000
30210	NC_036844.1	34560005	0.30431	0.15996	0.00000	0.11716	0.03963	0.00000	0.25059	0.05866	0.00000
30213	NC_036844.1	34561051	0.38856	0.15998	0.00000	0.04130	0.03968	0.00000	0.03537	0.05901	0.00000
30225	NC_036844.1	34734782	0.02508	0.08396	0.00000	0.00337	0.02452	0.00000	-0.00677	0.14892	0.00000
30226	NC_036844.1	34734881	-0.01505	0.08390	0.00000	-0.00159	0.02451	0.00000	0.02918	0.14899	0.00000
30229	NC_036844.1	34825586	-0.00656	0.05148	0.00000	0.00337	0.01607	0.00000	0.33017	0.20699	0.00000
30230	NC_036844.1	34825473	0.01196	0.05150	0.00000	0.00983	0.01607	0.00000	0.13145	0.20692	0.00000
30237	NC_036844.1	34879998	-0.00845	0.04688	0.00000	-0.00035	0.01485	0.00000	0.03248	0.23652	0.00000
30241	NC_036844.1	34921249	-0.04195	0.04689	0.00000	-0.00269	0.01474	0.00000	0.45668	0.25416	0.00000
30247	NC_036844.1	34954737	-0.05344	0.04745	0.00000	-0.00247	0.01483	0.00000	0.26330	0.26366	0.00000
30251	NC_036844.1	34987475	0.20631	0.04711	0.00000	0.03555	0.01464	0.00000	0.31230	0.26924	0.00000
30252	NC_036844.1	34987656	-0.05344	0.04711	0.00000	-0.00247	0.01464	0.00000	0.26330	0.26925	0.00000
30254	NC_036844.1	34993698	0.42829	0.04706	0.00000	0.12235	0.01465	0.00000	0.41092	0.26976	0.00000
30255	NC_036844.1	34993805	0.14392	0.04706	0.00000	0.01894	0.01465	0.00000	0.61772	0.26976	0.00000
30264	NC_036844.1	35137788	-0.04731	0.02653	0.00000	-0.00126	0.00933	0.00000	0.35132	0.23808	0.00000
30267	NC_036844.1	35155606	-0.05536	0.02208	0.00000	-0.01289	0.00805	0.00000	0.14907	0.23001	0.00000
30271	NC_036844.1	35198163	-0.05187	0.01094	0.00000	-0.00229	0.00459	0.00000	-0.01116	0.21211	0.00000
30282	NC_036844.1	35310970	0.02855	-0.01140	0.00000	0.00469	-0.00165	0.00000	0.26780	0.19623	0.00000
30285	NC_036844.1	35311353	0.10326	-0.01145	0.00000	0.02312	-0.00165	0.00000	0.03722	0.19628	0.00000
30288	NC_036844.1	35395134	-0.04783	-0.01440	0.00000	-0.00186	0.00153	0.00000	0.02839	0.21857	0.00000
30296	NC_036844.1	35449485	-0.18369	-0.00325	0.00000	0.26966	0.01403	0.00000	0.43867	0.23861	0.00000
30297	NC_036844.1	35449440	-0.38462	-0.00327	0.00000	-0.44643	0.01402	0.00000	0.74590	0.23859	0.00000
30304	NC_036844.1	35512549	0.03431	0.02636	0.00000	-0.01090	0.03976	0.00000	0.54178	0.26043	0.00000
30305	NC_036844.1	35512720	-0.05463	0.02647	0.00000	-0.00241	0.03985	0.00000	0.29438	0.26048	0.00000
30310	NC_036844.1	35543298	-0.00386	0.04749	0.00000	-0.00016	0.05783	0.00000	0.00774	0.26961	0.00000
30314	NC_036844.1	35581179	-0.04144	0.07920	0.00000	-0.01661	0.08520	0.00000	0.36585	0.27997	0.00000
30318	NC_036844.1	35673199	0.38539	0.17030	0.00000	0.31417	0.16748	0.00000	0.38538	0.30403	0.00000
30321	NC_036844.1	35709417	0.31691	0.20254	0.00000	0.24956	0.19862	0.00000	0.20709	0.31258	0.00000
30328	NC_036844.1	35850466	0.50218	0.24472	0.00000	0.76148	0.24219	0.00000	0.51644	0.32511	0.00000
30332	NC_036844.1	35888152	0.89017	0.23383	0.00000	0.82558	0.23014	0.00000	0.72907	0.32081	0.00000
30333	NC_036844.1	35887874	-0.05463	0.23393	0.00000	-0.00241	0.23026	0.00000	0.29438	0.32085	0.00000
30335	NC_036844.1	35897383	0.08847	0.23037	0.00000	0.01116	0.22617	0.00000	0.12885	0.31941	0.00000
30342	NC_036844.1	35960992	-0.00706	0.20140	0.00000	-0.00107	0.19081	0.00000	-0.03653	0.30572	0.00000
30343	NC_036844.1	35961111	0.11212	0.20134	0.00000	0.05735	0.19074	0.00000	0.35352	0.30569	0.00000
30351	NC_036844.1	36115356	-0.07177	0.13919	0.00000	-0.07729	0.10186	0.00000	0.44783	0.26074	0.00000
30352	NC_036844.1	36115503	-0.11864	0.13916	0.00000	-0.12895	0.10180	0.00000	0.39650	0.26069	0.00000
30357	NC_036844.1	36164699	-0.07098	0.12929	0.00000	-0.00642	0.08394	0.00000	-0.01313	0.24109	0.00000
30358	NC_036844.1	36164621	0.60708	0.12930	0.00000	0.35411	0.08396	0.00000	0.38266	0.24113	0.00000
30365	NC_036844.1	36357242	0.08916	0.11191	0.00000	0.00767	0.06462	0.00000	0.02981	0.14589	0.00000
30371	NC_036844.1	36507286	-0.04085	0.13010	0.00000	-0.04512	0.11486	0.00000	0.11260	0.15453	0.00000
30372	NC_036844.1	36575201	-0.06157	0.14781	0.00000	-0.06515	0.13933	0.00000	-0.08302	0.17096	0.00000
30373	NC_036844.1	36595145	0.93627	0.15167	0.00000	1.00000	0.14344	0.00000	0.96509	0.17502	0.00000
30395	NC_036844.1	36881990	-0.08271	0.12116	0.00000	-0.00414	0.04602	0.00000	0.21404	0.10033	0.00000
30396	NC_036844.1	36881963	0.19255	0.12116	0.00000	0.03538	0.04602	0.00000	0.04179	0.10034	0.00000
30405	NC_036844.1	36991051	0.00000	0.12370	0.00000	0.00000	0.03529	0.00000	0.00774	0.08183	0.00000
30406	NC_036844.1	36990933	0.32049	0.12369	0.00000	0.08487	0.03529	0.00000	0.10343	0.08184	0.00000
30412	NC_036845.1	30688	0.01151	-0.03163	0.00000	0.10833	-0.04415	0.00000	0.12165	0.11119	0.00000
30413	NC_036845.1	30685	-0.08160	-0.03163	0.00000	-0.10656	-0.04415	0.00000	0.12858	0.11119	0.00000
30414	NC_036845.1	31275	-0.05784	-0.03158	0.00000	-0.06447	-0.04414	0.00000	0.38430	0.11118	0.00000
30416	NC_036845.1	51728	-0.07730	-0.02996	0.00000	-0.08880	-0.04383	0.00000	-nan	0.11118	0.00000
30417	NC_036845.1	51619	-0.02152	-0.02997	0.00000	-0.05259	-0.04384	0.00000	-0.07558	0.11118	0.00000
30423	NC_036845.1	162605	-0.10753	-0.01392	0.00000	-0.11727	-0.03438	0.00000	0.09719	0.12393	0.00000
30424	NC_036845.1	162677	0.11854	-0.01390	0.00000	0.00656	-0.03437	0.00000	0.24658	0.12395	0.00000
30425	NC_036845.1	166357	-0.09167	-0.01311	0.00000	-0.09904	-0.03376	0.00000	0.00613	0.12489	0.00000
30426	NC_036845.1	166415	-0.10345	-0.01310	0.00000	-0.11392	-0.03375	0.00000	0.09458	0.12490	0.00000
30428	NC_036845.1	184267	0.06374	-0.00898	0.00000	0.01181	-0.03043	0.00000	0.04312	0.13006	0.00000
30429	NC_036845.1	184330	-0.07837	-0.00896	0.00000	-0.08379	-0.03042	0.00000	-0.04783	0.13008	0.00000
30443	NC_036845.1	330804	-0.00947	0.03395	0.00000	-0.00049	0.01254	0.00000	0.59754	0.21925	0.00000
30456	NC_036845.1	382929	0.71464	0.04363	0.00000	0.54107	0.02388	0.00000	0.38344	0.26419	0.00000
30467	NC_036845.1	428965	-0.08007	0.04301	0.00000	-0.00362	0.02460	0.00000	0.13124	0.29946	0.00000
30468	NC_036845.1	489980	-0.18864	0.03661	0.00000	-0.12281	0.01582	0.00000	0.40071	0.33390	0.00000
30479	NC_036845.1	577551	-0.05495	0.04218	0.00000	-0.05800	0.00519	0.00000	0.56648	0.36062	0.00000
30480	NC_036845.1	577216	-0.12667	0.04210	0.00000	-0.15220	0.00520	0.00000	0.26364	0.36055	0.00000
30489	NC_036845.1	634871	-0.07818	0.06652	0.00000	-0.00934	0.00912	0.00000	0.01104	0.37084	0.00000
30490	NC_036845.1	639872	0.10981	0.06929	0.00000	0.01466	0.00979	0.00000	0.43009	0.37121	0.00000
30494	NC_036845.1	643972	-0.01941	0.07166	0.00000	-0.00088	0.01039	0.00000	0.29912	0.37150	0.00000
30495	NC_036845.1	694713	-0.11111	0.10769	0.00000	-0.12179	0.02113	0.00000	0.49965	0.37274	0.00000
30496	NC_036845.1	694702	-0.00437	0.10768	0.00000	-0.00433	0.02113	0.00000	0.44252	0.37274	0.00000
30505	NC_036845.1	795623	1.00000	0.20713	0.00000	0.37079	0.05307	0.00000	0.69960	0.35333	0.00000
30506	NC_036845.1	801204	-0.08221	0.21283	0.00000	-0.00435	0.05480	0.00000	0.11533	0.35107	0.00000
30513	NC_036845.1	983487	-0.01601	0.27896	0.00000	-0.02055	0.07109	0.00000	-0.01560	0.25868	0.00000
30515	NC_036845.1	991981	1.00000	0.27581	0.00000	0.16800	0.07029	0.00000	0.50167	0.25641	0.00000
30519	NC_036845.1	1036263	0.38321	0.25409	0.00000	0.42392	0.06564	0.00000	0.22639	0.24781	0.00000
30520	NC_036845.1	1036165	-0.11801	0.25415	0.00000	-0.12944	0.06565	0.00000	0.05178	0.24781	0.00000
30523	NC_036845.1	1051707	0.18728	0.24474	0.00000	0.00793	0.06375	0.00000	-0.00248	0.24660	0.00000
30525	NC_036845.1	1053041	0.63186	0.24391	0.00000	0.04390	0.06358	0.00000	0.39561	0.24652	0.00000
30527	NC_036845.1	1107587	-0.07049	0.20724	0.00000	-0.00356	0.05702	0.00000	0.19436	0.24595	0.00000
30531	NC_036845.1	1179173	-0.08110	0.15089	0.00000	0.20267	0.04765	0.00000	0.53910	0.24582	0.00000
30532	NC_036845.1	1179657	-0.05369	0.15049	0.00000	-0.05950	0.04758	0.00000	0.48311	0.24580	0.00000
30540	NC_036845.1	1281734	-0.05566	0.06536	0.00000	-0.03755	0.03240	0.00000	0.02314	0.21688	0.00000
30555	NC_036845.1	1445095	-0.03615	0.02693	0.00000	-0.00131	0.03505	0.00000	0.00262	0.07502	0.00000
30564	NC_036845.1	1617315	-0.03746	0.09677	0.00000	-0.00326	0.06981	0.00000	-0.00456	0.03897	0.00000
30573	NC_036845.1	1677738	0.02069	0.10813	0.00000	-0.00305	0.07407	0.00000	-0.03713	0.03785	0.00000
30574	NC_036845.1	1677848	0.49331	0.10814	0.00000	0.36029	0.07408	0.00000	0.24858	0.03785	0.00000
30586	NC_036845.1	1738959	0.00000	0.11334	0.00000	0.00000	0.07496	0.00000	0.00774	0.03698	0.00000
30587	NC_036845.1	1739110	0.10165	0.11335	0.00000	0.02310	0.07495	0.00000	-0.03963	0.03698	0.00000
30628	NC_036845.1	2288304	-0.04184	0.09309	0.00000	-0.00951	0.09172	0.00000	-0.08058	0.10879	0.00000
