# Stacks v2.0b;  Phylip sequential; October 02, 2018
# Seq Pos	Locus ID	Column	Population
8490	29598	41	fc:G,fl:R,pl:G,
8491	29598	105	fc:C,fl:M,pl:C,
8492	29598	139	fc:T,fl:W,pl:T,
8493	29600	145	fc:R,fl:N,pl:N,
8494	29609	145	fc:K,fl:N,pl:G,
8495	29611	175	fc:Y,fl:N,pl:N,
8496	29617	285	fc:K,fl:N,pl:T,
8497	29617	141	fc:R,fl:A,pl:A,
8498	29616	96	fc:Y,fl:T,pl:T,
8499	29623	133	fc:Y,fl:N,pl:N,
8500	29623	109	fc:T,fl:Y,pl:T,
8501	29625	199	fc:A,fl:N,pl:M,
8502	29631	52	fc:G,fl:N,pl:R,
8503	29630	40	fc:T,fl:N,pl:Y,
8504	29635	195	fc:K,fl:N,pl:T,
8505	29639	91	fc:K,fl:G,pl:G,
8506	29646	163	fc:N,fl:N,pl:K,
8507	29646	160	fc:N,fl:N,pl:M,
8508	29646	21	fc:N,fl:N,pl:Y,
8509	29649	84	fc:C,fl:N,pl:M,
8510	29654	62	fc:C,fl:N,pl:M,
8511	29654	63	fc:A,fl:N,pl:R,
8512	29680	155	fc:R,fl:N,pl:N,
8513	29695	284	fc:S,fl:N,pl:G,
8514	29703	90	fc:W,fl:A,pl:A,
8515	29710	156	fc:R,fl:N,pl:R,
8516	29718	16	fc:A,fl:A,pl:M,
8517	29743	81	fc:C,fl:N,pl:Y,
8518	29743	273	fc:M,fl:N,pl:N,
8519	29745	17	fc:T,fl:K,pl:T,
8520	29745	182	fc:T,fl:Y,pl:T,
8521	29745	204	fc:Y,fl:Y,pl:C,
8522	29745	207	fc:N,fl:A,pl:W,
8523	29745	217	fc:Y,fl:C,pl:Y,
8524	29745	218	fc:W,fl:A,pl:N,
8525	29751	196	fc:G,fl:G,pl:R,
8526	29765	244	fc:C,fl:N,pl:M,
8527	29774	68	fc:K,fl:N,pl:G,
8528	29786	13	fc:T,fl:N,pl:W,
8529	29785	277	fc:M,fl:N,pl:M,
8530	29797	165	fc:R,fl:N,pl:R,
8531	29797	87	fc:G,fl:N,pl:R,
8532	29796	331	fc:G,fl:N,pl:S,
8533	29796	341	fc:N,fl:N,pl:S,
8534	29796	343	fc:N,fl:N,pl:Y,
8535	29796	361	fc:N,fl:N,pl:Y,
8536	29799	236	fc:W,fl:N,pl:N,
8537	29825	39	fc:K,fl:N,pl:G,
8538	29824	157	fc:T,fl:N,pl:G,
8539	29854	85	fc:Y,fl:N,pl:N,
8540	29856	280	fc:R,fl:N,pl:G,
8541	29856	282	fc:M,fl:N,pl:C,
8542	29870	128	fc:M,fl:N,pl:A,
8543	29870	113	fc:R,fl:N,pl:A,
8544	29869	74	fc:G,fl:N,pl:K,
8545	29878	305	fc:A,fl:M,pl:N,
8546	29877	38	fc:G,fl:K,pl:G,
8547	29882	364	fc:Y,fl:N,pl:N,
8548	29882	229	fc:K,fl:G,pl:G,
8549	29884	30	fc:R,fl:A,pl:A,
8550	29885	184	fc:T,fl:Y,pl:T,
8551	29885	225	fc:M,fl:N,pl:N,
8552	29890	87	fc:C,fl:N,pl:Y,
8553	29898	172	fc:G,fl:N,pl:K,
8554	29907	222	fc:W,fl:N,pl:W,
8555	29907	288	fc:K,fl:N,pl:G,
8556	29915	217	fc:Y,fl:N,pl:T,
8557	29924	59	fc:A,fl:R,pl:G,
8558	29927	243	fc:C,fl:N,pl:T,
8559	29927	154	fc:A,fl:R,pl:G,
8560	29930	277	fc:N,fl:N,pl:W,
8561	29932	84	fc:N,fl:N,pl:R,
8562	29941	312	fc:G,fl:N,pl:R,
8563	29949	7	fc:M,fl:N,pl:A,
8564	29951	150	fc:K,fl:N,pl:T,
8565	29951	137	fc:M,fl:N,pl:M,
8566	29961	319	fc:T,fl:N,pl:K,
8567	29973	173	fc:A,fl:N,pl:R,
8568	29972	205	fc:N,fl:N,pl:M,
8569	29979	252	fc:R,fl:N,pl:A,
8570	29979	59	fc:S,fl:S,pl:G,
8571	29978	124	fc:A,fl:N,pl:W,
8572	29985	155	fc:T,fl:T,pl:W,
8573	29991	252	fc:S,fl:S,pl:S,
8574	29991	233	fc:W,fl:W,pl:W,
8575	29991	195	fc:W,fl:W,pl:W,
8576	29991	150	fc:R,fl:R,pl:R,
8577	29991	73	fc:Y,fl:Y,pl:Y,
8578	29991	55	fc:R,fl:R,pl:R,
8579	29990	175	fc:A,fl:A,pl:R,
8580	29998	164	fc:M,fl:N,pl:C,
8581	30000	185	fc:T,fl:N,pl:K,
8582	30003	192	fc:N,fl:N,pl:M,
8583	30003	191	fc:R,fl:N,pl:R,
8584	30002	167	fc:Y,fl:N,pl:Y,
8585	30002	214	fc:R,fl:N,pl:N,
8586	30002	223	fc:Y,fl:N,pl:N,
8587	30019	81	fc:S,fl:N,pl:C,
8588	30022	91	fc:N,fl:N,pl:R,
8589	30024	163	fc:N,fl:S,pl:N,
8590	30024	162	fc:N,fl:R,pl:N,
8591	30024	105	fc:N,fl:S,pl:N,
8592	30025	316	fc:G,fl:N,pl:R,
8593	30025	317	fc:C,fl:N,pl:M,
8594	30030	360	fc:N,fl:N,pl:K,
8595	30030	163	fc:Y,fl:N,pl:T,
8596	30042	274	fc:W,fl:N,pl:W,
8597	30066	239	fc:W,fl:A,pl:A,
8598	30066	232	fc:W,fl:A,pl:N,
8599	30072	286	fc:K,fl:N,pl:G,
8600	30073	147	fc:W,fl:N,pl:T,
8601	30073	148	fc:N,fl:N,pl:M,
8602	30083	193	fc:R,fl:N,pl:N,
8603	30103	243	fc:N,fl:N,pl:M,
8604	30107	46	fc:C,fl:N,pl:Y,
8605	30107	71	fc:G,fl:N,pl:R,
8606	30107	86	fc:A,fl:N,pl:M,
8607	30107	161	fc:A,fl:N,pl:R,
8608	30107	170	fc:N,fl:N,pl:Y,
8609	30107	172	fc:N,fl:N,pl:Y,
8610	30111	68	fc:K,fl:N,pl:G,
8611	30121	7	fc:W,fl:N,pl:N,
8612	30126	21	fc:G,fl:R,pl:G,
8613	30126	43	fc:G,fl:R,pl:G,
8614	30126	82	fc:T,fl:Y,pl:T,
8615	30126	84	fc:A,fl:R,pl:A,
8616	30126	115	fc:A,fl:R,pl:A,
8617	30126	191	fc:W,fl:N,pl:N,
8618	30139	71	fc:K,fl:N,pl:K,
8619	30148	32	fc:K,fl:N,pl:N,
8620	30148	63	fc:R,fl:N,pl:N,
8621	30148	120	fc:Y,fl:N,pl:N,
8622	30166	90	fc:G,fl:N,pl:K,
8623	30167	299	fc:R,fl:N,pl:G,
8624	30175	20	fc:T,fl:Y,pl:T,
8625	30175	33	fc:R,fl:G,pl:G,
8626	30183	98	fc:K,fl:G,pl:G,
8627	30195	389	fc:S,fl:N,pl:N,
8628	30195	300	fc:R,fl:N,pl:N,
8629	30199	74	fc:G,fl:K,pl:G,
8630	30200	219	fc:N,fl:N,pl:M,
8631	30200	237	fc:N,fl:N,pl:K,
8632	30206	8	fc:G,fl:N,pl:R,
8633	30210	207	fc:N,fl:N,pl:R,
8634	30213	196	fc:A,fl:R,pl:A,
8635	30226	268	fc:R,fl:N,pl:A,
8636	30225	145	fc:K,fl:N,pl:T,
8637	30230	163	fc:Y,fl:N,pl:N,
8638	30229	105	fc:W,fl:T,pl:T,
8639	30229	227	fc:Y,fl:N,pl:T,
8640	30237	137	fc:A,fl:N,pl:R,
8641	30241	344	fc:M,fl:N,pl:N,
8642	30247	301	fc:R,fl:N,pl:A,
8643	30252	327	fc:M,fl:N,pl:C,
8644	30251	272	fc:T,fl:N,pl:W,
8645	30254	133	fc:C,fl:N,pl:Y,
8646	30254	110	fc:T,fl:N,pl:K,
8647	30254	105	fc:T,fl:N,pl:W,
8648	30255	15	fc:A,fl:A,pl:W,
8649	30255	118	fc:T,fl:T,pl:Y,
8650	30255	159	fc:Y,fl:N,pl:Y,
8651	30255	241	fc:N,fl:N,pl:Y,
8652	30264	201	fc:T,fl:N,pl:K,
8653	30264	224	fc:C,fl:N,pl:M,
8654	30264	304	fc:R,fl:N,pl:R,
8655	30267	287	fc:N,fl:N,pl:R,
8656	30271	40	fc:M,fl:N,pl:C,
8657	30282	249	fc:Y,fl:N,pl:C,
8658	30288	47	fc:K,fl:N,pl:G,
8659	30297	176	fc:N,fl:N,pl:R,
8660	30297	130	fc:N,fl:N,pl:R,
8661	30297	129	fc:N,fl:N,pl:Y,
8662	30297	117	fc:N,fl:N,pl:Y,
8663	30297	41	fc:N,fl:N,pl:M,
8664	30297	37	fc:N,fl:N,pl:M,
8665	30296	19	fc:N,fl:N,pl:S,
8666	30296	32	fc:N,fl:N,pl:W,
8667	30296	36	fc:N,fl:N,pl:Y,
8668	30296	185	fc:N,fl:N,pl:Y,
8669	30296	193	fc:N,fl:N,pl:R,
8670	30296	214	fc:N,fl:N,pl:M,
8671	30305	149	fc:K,fl:N,pl:T,
8672	30304	248	fc:R,fl:N,pl:R,
8673	30304	251	fc:W,fl:N,pl:T,
8674	30304	317	fc:R,fl:N,pl:N,
8675	30310	40	fc:A,fl:A,pl:M,
8676	30314	280	fc:N,fl:N,pl:R,
8677	30318	92	fc:R,fl:N,pl:R,
8678	30321	25	fc:W,fl:N,pl:W,
8679	30328	48	fc:N,fl:N,pl:K,
8680	30328	78	fc:K,fl:N,pl:T,
8681	30333	242	fc:W,fl:N,pl:A,
8682	30332	34	fc:M,fl:N,pl:C,
8683	30335	267	fc:G,fl:N,pl:R,
8684	30335	194	fc:W,fl:N,pl:N,
8685	30335	54	fc:M,fl:N,pl:C,
8686	30343	320	fc:M,fl:N,pl:N,
8687	30343	237	fc:W,fl:W,pl:T,
8688	30343	60	fc:Y,fl:N,pl:Y,
8689	30342	201	fc:W,fl:N,pl:W,
8690	30352	335	fc:Y,fl:N,pl:N,
8691	30352	219	fc:T,fl:T,pl:K,
8692	30351	352	fc:M,fl:N,pl:M,
8693	30351	357	fc:N,fl:N,pl:R,
8694	30358	143	fc:C,fl:N,pl:M,
8695	30357	261	fc:M,fl:N,pl:M,
8696	30365	184	fc:T,fl:T,pl:W,
8697	30371	205	fc:G,fl:N,pl:R,
8698	30371	155	fc:W,fl:N,pl:N,
8699	30372	69	fc:Y,fl:Y,pl:Y,
8700	30373	31	fc:G,fl:N,pl:R,
8701	30373	240	fc:T,fl:C,pl:Y,
8702	30396	25	fc:C,fl:C,pl:Y,
8703	30395	235	fc:K,fl:N,pl:N,
8704	30406	180	fc:C,fl:N,pl:Y,
8705	30405	119	fc:G,fl:G,pl:K,
8706	30412	194	fc:C,fl:Y,pl:C,
8707	30412	193	fc:S,fl:N,pl:S,
8708	30412	65	fc:Y,fl:Y,pl:Y,
8709	30414	182	fc:N,fl:N,pl:S,
8710	30414	160	fc:N,fl:N,pl:S,
8711	30414	159	fc:R,fl:N,pl:R,
8712	30413	147	fc:N,fl:Y,pl:Y,
8713	30417	207	fc:K,fl:N,pl:N,
8714	30417	91	fc:A,fl:R,pl:A,
8715	30417	10	fc:C,fl:S,pl:C,
8716	30416	54	fc:K,fl:N,pl:K,
8717	30416	93	fc:R,fl:N,pl:N,
8718	30416	120	fc:Y,fl:N,pl:N,
8719	30416	161	fc:R,fl:N,pl:N,
8720	30423	107	fc:A,fl:R,pl:A,
8721	30423	193	fc:S,fl:S,pl:S,
8722	30423	205	fc:K,fl:N,pl:K,
8723	30423	218	fc:G,fl:R,pl:G,
8724	30423	224	fc:W,fl:N,pl:W,
8725	30426	122	fc:N,fl:N,pl:R,
8726	30426	116	fc:N,fl:N,pl:W,
8727	30426	100	fc:N,fl:K,pl:K,
8728	30426	98	fc:N,fl:N,pl:R,
8729	30426	61	fc:N,fl:S,pl:S,
8730	30426	40	fc:G,fl:R,pl:G,
8731	30425	22	fc:Y,fl:Y,pl:Y,
8732	30425	128	fc:S,fl:N,pl:S,
8733	30425	176	fc:R,fl:N,pl:R,
8734	30429	52	fc:R,fl:N,pl:R,
8735	30428	46	fc:K,fl:N,pl:K,
8736	30443	120	fc:R,fl:N,pl:G,
8737	30456	200	fc:N,fl:N,pl:S,
8738	30467	155	fc:W,fl:N,pl:N,
8739	30468	158	fc:C,fl:N,pl:Y,
8740	30468	121	fc:R,fl:N,pl:R,
8741	30468	31	fc:M,fl:N,pl:M,
8742	30468	28	fc:R,fl:N,pl:R,
8743	30480	212	fc:N,fl:N,pl:R,
8744	30480	184	fc:N,fl:N,pl:Y,
8745	30480	161	fc:N,fl:N,pl:R,
8746	30480	155	fc:T,fl:N,pl:Y,
8747	30479	96	fc:Y,fl:N,pl:Y,
8748	30479	266	fc:M,fl:N,pl:M,
8749	30489	326	fc:N,fl:N,pl:R,
8750	30489	248	fc:R,fl:N,pl:G,
8751	30489	247	fc:W,fl:N,pl:T,
8752	30489	246	fc:W,fl:N,pl:T,
8753	30489	241	fc:W,fl:N,pl:T,
8754	30490	85	fc:G,fl:N,pl:R,
8755	30494	124	fc:T,fl:N,pl:Y,
8756	30496	78	fc:S,fl:N,pl:S,
8757	30495	13	fc:Y,fl:N,pl:Y,
8758	30495	100	fc:Y,fl:N,pl:Y,
8759	30495	162	fc:R,fl:N,pl:R,
8760	30505	197	fc:A,fl:T,pl:A,
8761	30506	318	fc:K,fl:N,pl:N,
8762	30513	151	fc:A,fl:A,pl:M,
8763	30513	156	fc:A,fl:A,pl:M,
8764	30513	168	fc:G,fl:G,pl:S,
8765	30513	190	fc:T,fl:T,pl:Y,
8766	30513	254	fc:M,fl:C,pl:M,
8767	30513	258	fc:Y,fl:N,pl:N,
8768	30520	220	fc:W,fl:N,pl:N,
8769	30520	168	fc:S,fl:N,pl:S,
8770	30520	118	fc:Y,fl:N,pl:Y,
8771	30520	93	fc:K,fl:N,pl:K,
8772	30520	37	fc:W,fl:N,pl:W,
8773	30520	35	fc:W,fl:N,pl:W,
8774	30520	34	fc:Y,fl:N,pl:Y,
8775	30520	33	fc:Y,fl:N,pl:Y,
8776	30519	171	fc:S,fl:G,pl:G,
8777	30519	241	fc:K,fl:N,pl:N,
8778	30523	73	fc:T,fl:K,pl:T,
8779	30523	54	fc:A,fl:W,pl:A,
8780	30527	164	fc:K,fl:N,pl:K,
8781	30527	176	fc:K,fl:N,pl:G,
8782	30532	365	fc:R,fl:N,pl:G,
8783	30532	160	fc:R,fl:N,pl:R,
8784	30532	126	fc:W,fl:N,pl:T,
8785	30532	124	fc:R,fl:N,pl:R,
8786	30532	97	fc:W,fl:W,pl:W,
8787	30532	36	fc:Y,fl:N,pl:Y,
8788	30532	8	fc:R,fl:N,pl:R,
8789	30531	76	fc:R,fl:R,pl:R,
8790	30531	93	fc:N,fl:N,pl:R,
8791	30531	101	fc:N,fl:N,pl:R,
8792	30531	121	fc:N,fl:N,pl:K,
8793	30531	163	fc:N,fl:N,pl:M,
8794	30531	171	fc:N,fl:N,pl:K,
8795	30531	180	fc:R,fl:N,pl:G,
8796	30531	195	fc:N,fl:N,pl:Y,
8797	30540	230	fc:R,fl:N,pl:N,
8798	30540	200	fc:W,fl:N,pl:W,
8799	30540	165	fc:N,fl:N,pl:R,
8800	30555	123	fc:Y,fl:T,pl:T,
8801	30564	222	fc:W,fl:N,pl:A,
8802	30564	200	fc:R,fl:N,pl:G,
8803	30564	152	fc:M,fl:N,pl:C,
8804	30574	26	fc:R,fl:N,pl:A,
8805	30573	55	fc:G,fl:G,pl:R,
8806	30573	187	fc:M,fl:N,pl:C,
8807	30573	188	fc:M,fl:N,pl:C,
8808	30586	79	fc:G,fl:G,pl:R,
8809	30629	134	fc:R,fl:G,pl:G,
8810	30628	79	fc:R,fl:N,pl:R,
8811	30639	298	fc:C,fl:N,pl:Y,
8812	30639	273	fc:T,fl:N,pl:W,
8813	30645	42	fc:T,fl:N,pl:W,
8814	30648	215	fc:W,fl:N,pl:W,
8815	30648	214	fc:R,fl:N,pl:R,
8816	30648	140	fc:C,fl:N,pl:Y,
8817	30648	127	fc:M,fl:N,pl:A,
8818	30648	118	fc:R,fl:A,pl:A,
8819	30648	52	fc:Y,fl:N,pl:Y,
8820	30648	22	fc:R,fl:R,pl:R,
8821	30647	7	fc:S,fl:N,pl:S,
8822	30647	15	fc:R,fl:N,pl:R,
8823	30647	38	fc:R,fl:N,pl:R,
8824	30647	61	fc:Y,fl:N,pl:Y,
8825	30647	80	fc:Y,fl:N,pl:Y,
8826	30647	86	fc:M,fl:N,pl:M,
8827	30647	251	fc:N,fl:N,pl:W,
8828	30658	113	fc:T,fl:N,pl:Y,
8829	30658	82	fc:W,fl:N,pl:A,
8830	30659	60	fc:M,fl:N,pl:C,
8831	30671	163	fc:N,fl:N,pl:S,
8832	30671	143	fc:R,fl:N,pl:R,
8833	30682	211	fc:T,fl:N,pl:K,
8834	30682	203	fc:C,fl:N,pl:S,
8835	30681	170	fc:K,fl:N,pl:N,
8836	30693	279	fc:R,fl:N,pl:G,
8837	30693	145	fc:M,fl:N,pl:M,
8838	30695	138	fc:R,fl:N,pl:G,
8839	30710	8	fc:Y,fl:Y,pl:Y,
8840	30717	118	fc:Y,fl:N,pl:N,
8841	30716	25	fc:N,fl:N,pl:S,
8842	30716	39	fc:N,fl:N,pl:S,
8843	30716	108	fc:N,fl:N,pl:R,
8844	30716	173	fc:N,fl:N,pl:K,
8845	30716	182	fc:N,fl:N,pl:W,
8846	30716	191	fc:N,fl:N,pl:M,
8847	30716	195	fc:N,fl:N,pl:M,
8848	30716	204	fc:N,fl:N,pl:R,
8849	30718	102	fc:W,fl:W,pl:W,
8850	30718	120	fc:M,fl:N,pl:M,
8851	30718	136	fc:K,fl:N,pl:K,
8852	30718	149	fc:W,fl:N,pl:W,
8853	30718	206	fc:K,fl:N,pl:K,
8854	30718	212	fc:K,fl:N,pl:N,
8855	30718	234	fc:M,fl:N,pl:M,
8856	30718	237	fc:K,fl:N,pl:K,
8857	30718	241	fc:R,fl:N,pl:R,
8858	30718	253	fc:W,fl:N,pl:N,
8859	30718	259	fc:K,fl:N,pl:N,
8860	30725	78	fc:N,fl:N,pl:M,
8861	30725	76	fc:G,fl:N,pl:R,
8862	30725	57	fc:G,fl:N,pl:R,
8863	30737	175	fc:W,fl:N,pl:N,
8864	30737	166	fc:K,fl:N,pl:N,
8865	30737	161	fc:R,fl:N,pl:N,
8866	30737	150	fc:M,fl:N,pl:C,
8867	30736	297	fc:Y,fl:N,pl:N,
8868	30739	170	fc:G,fl:R,pl:G,
8869	30743	276	fc:R,fl:N,pl:R,
8870	30743	274	fc:Y,fl:N,pl:Y,
8871	30743	271	fc:R,fl:N,pl:R,
8872	30743	227	fc:K,fl:N,pl:K,
8873	30743	197	fc:Y,fl:N,pl:Y,
8874	30743	186	fc:M,fl:N,pl:M,
8875	30743	165	fc:Y,fl:N,pl:Y,
8876	30743	106	fc:Y,fl:N,pl:Y,
8877	30743	99	fc:W,fl:N,pl:W,
8878	30743	97	fc:M,fl:N,pl:M,
8879	30743	20	fc:K,fl:N,pl:K,
8880	30742	9	fc:R,fl:N,pl:R,
8881	30742	150	fc:Y,fl:N,pl:Y,
8882	30742	194	fc:N,fl:N,pl:W,
8883	30747	93	fc:G,fl:R,pl:G,
8884	30765	277	fc:M,fl:N,pl:N,
8885	30765	179	fc:W,fl:N,pl:T,
8886	30764	273	fc:N,fl:T,pl:C,
8887	30773	201	fc:A,fl:N,pl:R,
8888	30786	42	fc:C,fl:Y,pl:C,
8889	30786	43	fc:R,fl:G,pl:G,
8890	30786	60	fc:K,fl:N,pl:N,
8891	30786	95	fc:A,fl:R,pl:A,
8892	30794	243	fc:W,fl:N,pl:N,
8893	30807	104	fc:Y,fl:N,pl:N,
8894	30807	78	fc:S,fl:N,pl:N,
8895	30807	77	fc:Y,fl:Y,pl:Y,
8896	30806	12	fc:M,fl:A,pl:A,
8897	30808	84	fc:K,fl:N,pl:K,
8898	30810	231	fc:R,fl:N,pl:R,
8899	30814	25	fc:A,fl:N,pl:T,
8900	30819	22	fc:N,fl:R,pl:G,
8901	30819	49	fc:N,fl:Y,pl:C,
8902	30819	119	fc:N,fl:N,pl:R,
8903	30819	158	fc:N,fl:W,pl:N,
8904	30819	162	fc:N,fl:R,pl:N,
8905	30819	231	fc:N,fl:Y,pl:N,
8906	30824	207	fc:R,fl:N,pl:R,
8907	30824	204	fc:K,fl:N,pl:K,
8908	30824	203	fc:R,fl:N,pl:R,
8909	30824	148	fc:N,fl:N,pl:R,
8910	30824	129	fc:K,fl:N,pl:K,
8911	30824	60	fc:Y,fl:N,pl:Y,
8912	30824	57	fc:K,fl:N,pl:K,
8913	30824	49	fc:R,fl:N,pl:R,
8914	30827	170	fc:W,fl:N,pl:T,
8915	30827	169	fc:W,fl:N,pl:N,
8916	30827	124	fc:G,fl:N,pl:R,
8917	30831	49	fc:K,fl:G,pl:G,
8918	30838	67	fc:W,fl:N,pl:W,
8919	30838	120	fc:Y,fl:N,pl:Y,
8920	30838	148	fc:K,fl:N,pl:K,
8921	30838	149	fc:K,fl:N,pl:K,
8922	30838	151	fc:W,fl:N,pl:W,
8923	30838	180	fc:K,fl:N,pl:K,
8924	30857	13	fc:R,fl:N,pl:R,
8925	30857	79	fc:W,fl:N,pl:W,
8926	30857	175	fc:W,fl:N,pl:W,
8927	30857	224	fc:R,fl:N,pl:R,
8928	30862	265	fc:K,fl:N,pl:N,
8929	30871	187	fc:Y,fl:N,pl:Y,
8930	30871	184	fc:S,fl:N,pl:S,
8931	30871	180	fc:Y,fl:N,pl:Y,
8932	30871	139	fc:R,fl:N,pl:R,
8933	30871	115	fc:S,fl:S,pl:S,
8934	30871	103	fc:Y,fl:N,pl:Y,
8935	30871	85	fc:K,fl:N,pl:K,
8936	30871	75	fc:M,fl:N,pl:M,
8937	30870	85	fc:R,fl:N,pl:R,
8938	30870	109	fc:C,fl:M,pl:C,
8939	30870	146	fc:Y,fl:N,pl:Y,
8940	30870	147	fc:R,fl:N,pl:R,
8941	30870	178	fc:Y,fl:N,pl:Y,
8942	30870	180	fc:W,fl:N,pl:W,
8943	30870	209	fc:W,fl:N,pl:W,
8944	30870	213	fc:R,fl:N,pl:R,
8945	30870	221	fc:R,fl:N,pl:R,
8946	30870	225	fc:M,fl:N,pl:M,
8947	30870	230	fc:R,fl:N,pl:R,
8948	30870	253	fc:K,fl:N,pl:K,
8949	30870	267	fc:M,fl:N,pl:M,
8950	30870	348	fc:T,fl:N,pl:Y,
8951	30873	173	fc:M,fl:N,pl:M,
8952	30872	181	fc:W,fl:N,pl:T,
8953	30872	241	fc:A,fl:N,pl:M,
8954	30888	196	fc:W,fl:N,pl:T,
8955	30896	136	fc:Y,fl:N,pl:N,
8956	30906	346	fc:M,fl:N,pl:A,
8957	30907	43	fc:K,fl:N,pl:K,
8958	30907	47	fc:K,fl:N,pl:N,
8959	30907	56	fc:R,fl:N,pl:N,
8960	30907	119	fc:R,fl:N,pl:N,
8961	30907	179	fc:R,fl:N,pl:N,
8962	30907	201	fc:R,fl:N,pl:N,
8963	30916	137	fc:G,fl:N,pl:K,
8964	30915	68	fc:M,fl:N,pl:M,
8965	30922	197	fc:C,fl:N,pl:Y,
8966	30922	173	fc:M,fl:N,pl:N,
8967	30922	126	fc:C,fl:N,pl:M,
8968	30922	93	fc:K,fl:N,pl:T,
8969	30921	48	fc:N,fl:N,pl:R,
8970	30921	60	fc:N,fl:N,pl:Y,
8971	30921	127	fc:N,fl:N,pl:Y,
8972	30923	238	fc:M,fl:A,pl:A,
8973	30923	240	fc:M,fl:A,pl:A,
8974	30923	243	fc:K,fl:T,pl:T,
8975	30923	279	fc:S,fl:C,pl:C,
8976	30923	355	fc:N,fl:N,pl:K,
8977	30926	272	fc:K,fl:N,pl:G,
8978	30934	299	fc:Y,fl:N,pl:C,
8979	30934	8	fc:R,fl:N,pl:R,
8980	30941	30	fc:M,fl:N,pl:A,
8981	30942	89	fc:R,fl:N,pl:N,
8982	30945	229	fc:Y,fl:N,pl:Y,
8983	30945	194	fc:S,fl:N,pl:S,
8984	30945	164	fc:R,fl:N,pl:N,
8985	30945	156	fc:M,fl:N,pl:M,
8986	30945	149	fc:R,fl:N,pl:R,
8987	30945	56	fc:Y,fl:N,pl:Y,
8988	30945	11	fc:K,fl:N,pl:K,
8989	30944	143	fc:R,fl:N,pl:N,
8990	30975	274	fc:C,fl:N,pl:M,
8991	30974	153	fc:C,fl:N,pl:Y,
8992	30979	29	fc:A,fl:M,pl:A,
8993	30979	52	fc:T,fl:W,pl:T,
8994	30979	267	fc:T,fl:W,pl:T,
8995	30990	258	fc:R,fl:N,pl:N,
8996	30990	62	fc:W,fl:N,pl:A,
8997	30994	68	fc:N,fl:N,pl:R,
8998	30999	218	fc:R,fl:N,pl:G,
8999	30999	199	fc:R,fl:N,pl:R,
9000	30999	151	fc:S,fl:N,pl:N,
9001	30999	145	fc:Y,fl:N,pl:Y,
9002	30999	86	fc:Y,fl:Y,pl:C,
9003	30999	73	fc:Y,fl:N,pl:C,
9004	30999	39	fc:C,fl:Y,pl:C,
9005	30999	20	fc:R,fl:R,pl:A,
9006	30998	312	fc:R,fl:N,pl:N,
9007	31007	277	fc:R,fl:N,pl:N,
9008	31007	264	fc:Y,fl:N,pl:N,
9009	31007	35	fc:M,fl:N,pl:M,
9010	31007	31	fc:Y,fl:Y,pl:Y,
9011	31029	192	fc:T,fl:T,pl:K,
9012	31029	189	fc:T,fl:T,pl:K,
9013	31029	182	fc:C,fl:C,pl:Y,
9014	31029	178	fc:T,fl:T,pl:K,
9015	31029	164	fc:C,fl:Y,pl:C,
9016	31029	163	fc:C,fl:M,pl:C,
9017	31029	162	fc:T,fl:T,pl:Y,
9018	31029	119	fc:G,fl:R,pl:G,
9019	31029	104	fc:R,fl:G,pl:G,
9020	31028	41	fc:Y,fl:N,pl:Y,
9021	31031	251	fc:M,fl:N,pl:N,
9022	31031	249	fc:R,fl:N,pl:N,
9023	31031	202	fc:N,fl:N,pl:M,
9024	31031	201	fc:N,fl:N,pl:M,
9025	31031	200	fc:N,fl:N,pl:M,
9026	31031	199	fc:N,fl:N,pl:M,
9027	31031	197	fc:N,fl:N,pl:M,
9028	31031	196	fc:N,fl:N,pl:M,
9029	31031	195	fc:N,fl:N,pl:M,
9030	31031	194	fc:N,fl:N,pl:M,
9031	31031	193	fc:N,fl:N,pl:M,
9032	31031	192	fc:N,fl:N,pl:M,
9033	31031	191	fc:N,fl:N,pl:M,
9034	31031	190	fc:N,fl:N,pl:M,
9035	31031	189	fc:N,fl:N,pl:M,
9036	31031	188	fc:N,fl:N,pl:M,
9037	31031	187	fc:N,fl:N,pl:M,
9038	31031	186	fc:N,fl:N,pl:M,
9039	31031	97	fc:R,fl:N,pl:R,
9040	31031	93	fc:R,fl:N,pl:R,
9041	31031	89	fc:R,fl:N,pl:R,
9042	31031	85	fc:R,fl:N,pl:R,
9043	31031	81	fc:R,fl:N,pl:R,
9044	31031	77	fc:K,fl:N,pl:K,
9045	31031	75	fc:R,fl:N,pl:R,
9046	31031	37	fc:Y,fl:N,pl:Y,
9047	31030	25	fc:R,fl:R,pl:R,
9048	31030	42	fc:R,fl:R,pl:R,
9049	31030	46	fc:Y,fl:Y,pl:Y,
9050	31030	62	fc:M,fl:M,pl:M,
9051	31030	78	fc:W,fl:W,pl:W,
9052	31030	82	fc:K,fl:K,pl:K,
9053	31030	176	fc:Y,fl:N,pl:Y,
9054	31030	194	fc:M,fl:N,pl:M,
9055	31030	213	fc:Y,fl:N,pl:Y,
9056	31030	238	fc:M,fl:N,pl:M,
9057	31038	46	fc:R,fl:N,pl:G,
9058	31037	189	fc:M,fl:N,pl:N,
9059	31037	212	fc:A,fl:A,pl:R,
9060	31046	230	fc:R,fl:N,pl:A,
9061	31051	148	fc:A,fl:N,pl:M,
9062	31050	13	fc:K,fl:N,pl:K,
9063	31050	29	fc:K,fl:N,pl:K,
